"DAY_OF_MONTH","CARRIER","ORIGIN_AIRPORT_ID","ORIGIN_AIRPORT_SEQ_ID","ORIGIN_CITY_MARKET_ID","ORIGIN","DEST_AIRPORT_ID","DEST_AIRPORT_SEQ_ID","DEST_CITY_MARKET_ID","DEST","ARR_DELAY","ARR_DEL15","CANCELLED","DIVERTED","FLIGHTS","FL_NUM","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY","DIV_AIRPORT_LANDINGS"
29,"DL",12478,1247803,31703,"JFK",14747,1474703,30559,"SEA",-13,0,0,0,1,485,NA,NA,NA,NA,NA,0
29,"DL",14869,1486903,34614,"SLC",14747,1474703,30559,"SEA",9,0,0,0,1,581,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",13487,1348702,31650,"MSP",-15,0,0,0,1,588,NA,NA,NA,NA,NA,0
29,"DL",13487,1348702,31650,"MSP",14747,1474703,30559,"SEA",-10,0,0,0,1,589,NA,NA,NA,NA,NA,0
29,"DL",12892,1289203,32575,"LAX",14747,1474703,30559,"SEA",-21,0,0,0,1,624,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",10299,1029904,30299,"ANC",-27,0,0,0,1,624,NA,NA,NA,NA,NA,0
29,"DL",14869,1486903,34614,"SLC",11884,1188402,31884,"GEG",-6,0,0,0,1,638,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",14869,1486903,34614,"SLC",-21,0,0,0,1,652,NA,NA,NA,NA,NA,0
26,"DL",14747,1474703,30559,"SEA",11433,1143302,31295,"DTW",-21,0,0,0,1,2508,NA,NA,NA,NA,NA,0
26,"DL",14747,1474703,30559,"SEA",12889,1288903,32211,"LAS",-4,0,0,0,1,2510,NA,NA,NA,NA,NA,0
26,"DL",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",4,0,0,0,1,2527,NA,NA,NA,NA,NA,0
26,"DL",14747,1474703,30559,"SEA",12892,1289203,32575,"LAX",-3,0,0,0,1,2530,NA,NA,NA,NA,NA,0
26,"DL",14747,1474703,30559,"SEA",13487,1348702,31650,"MSP",-15,0,0,0,1,2604,NA,NA,NA,NA,NA,0
26,"DL",12478,1247803,31703,"JFK",14747,1474703,30559,"SEA",-40,0,0,0,1,2789,NA,NA,NA,NA,NA,0
26,"DL",11884,1188402,31884,"GEG",14869,1486903,34614,"SLC",-4,0,0,0,1,2833,NA,NA,NA,NA,NA,0
26,"DL",14869,1486903,34614,"SLC",11884,1188402,31884,"GEG",-17,0,0,0,1,2833,NA,NA,NA,NA,NA,0
26,"DL",13487,1348702,31650,"MSP",14747,1474703,30559,"SEA",-33,0,0,0,1,2834,NA,NA,NA,NA,NA,0
26,"DL",14747,1474703,30559,"SEA",14869,1486903,34614,"SLC",-3,0,0,0,1,2852,NA,NA,NA,NA,NA,0
27,"DL",14747,1474703,30559,"SEA",10299,1029904,30299,"ANC",-18,0,0,0,1,36,NA,NA,NA,NA,NA,0
27,"DL",14747,1474703,30559,"SEA",12892,1289203,32575,"LAX",-12,0,0,0,1,128,NA,NA,NA,NA,NA,0
27,"DL",12892,1289203,32575,"LAX",14747,1474703,30559,"SEA",44,1,0,0,1,129,0,7,0,0,37,0
27,"DL",10299,1029904,30299,"ANC",14747,1474703,30559,"SEA",-13,0,0,0,1,142,NA,NA,NA,NA,NA,0
27,"DL",12523,1252304,32523,"JNU",14747,1474703,30559,"SEA",-25,0,0,0,1,180,NA,NA,NA,NA,NA,0
27,"DL",14747,1474703,30559,"SEA",12892,1289203,32575,"LAX",1,0,0,0,1,198,NA,NA,NA,NA,NA,0
27,"DL",11433,1143302,31295,"DTW",14747,1474703,30559,"SEA",-37,0,0,0,1,281,NA,NA,NA,NA,NA,0
27,"DL",14747,1474703,30559,"SEA",14869,1486903,34614,"SLC",-19,0,0,0,1,327,NA,NA,NA,NA,NA,0
27,"DL",12478,1247803,31703,"JFK",14747,1474703,30559,"SEA",-11,0,0,0,1,460,NA,NA,NA,NA,NA,0
27,"DL",12478,1247803,31703,"JFK",14747,1474703,30559,"SEA",-35,0,0,0,1,464,NA,NA,NA,NA,NA,0
27,"DL",12478,1247803,31703,"JFK",14747,1474703,30559,"SEA",-25,0,0,0,1,485,NA,NA,NA,NA,NA,0
27,"DL",14869,1486903,34614,"SLC",14747,1474703,30559,"SEA",7,0,0,0,1,581,NA,NA,NA,NA,NA,0
27,"DL",14747,1474703,30559,"SEA",13487,1348702,31650,"MSP",-19,0,0,0,1,588,NA,NA,NA,NA,NA,0
27,"DL",13487,1348702,31650,"MSP",14747,1474703,30559,"SEA",-9,0,0,0,1,589,NA,NA,NA,NA,NA,0
27,"DL",12892,1289203,32575,"LAX",14747,1474703,30559,"SEA",75,1,0,0,1,624,0,0,0,0,75,0
27,"DL",10397,1039705,30397,"ATL",14747,1474703,30559,"SEA",-29,0,0,0,1,793,NA,NA,NA,NA,NA,0
27,"DL",14869,1486903,34614,"SLC",11884,1188402,31884,"GEG",-10,0,0,0,1,821,NA,NA,NA,NA,NA,0
27,"DL",12889,1288903,32211,"LAS",14747,1474703,30559,"SEA",-15,0,0,0,1,916,NA,NA,NA,NA,NA,0
28,"DL",10397,1039705,30397,"ATL",14747,1474703,30559,"SEA",-19,0,0,0,1,1107,NA,NA,NA,NA,NA,0
28,"DL",10299,1029904,30299,"ANC",14747,1474703,30559,"SEA",-19,0,0,0,1,1167,NA,NA,NA,NA,NA,0
28,"DL",14747,1474703,30559,"SEA",14869,1486903,34614,"SLC",-8,0,0,0,1,1167,NA,NA,NA,NA,NA,0
28,"DL",13487,1348702,31650,"MSP",14747,1474703,30559,"SEA",-9,0,0,0,1,1187,NA,NA,NA,NA,NA,0
28,"DL",14747,1474703,30559,"SEA",12892,1289203,32575,"LAX",-10,0,0,0,1,1214,NA,NA,NA,NA,NA,0
28,"DL",14747,1474703,30559,"SEA",10397,1039705,30397,"ATL",-15,0,0,0,1,1291,NA,NA,NA,NA,NA,0
28,"DL",10299,1029904,30299,"ANC",14747,1474703,30559,"SEA",-5,0,0,0,1,1299,NA,NA,NA,NA,NA,0
28,"DL",12758,1275803,32758,"KOA",14747,1474703,30559,"SEA",11,0,0,0,1,1305,NA,NA,NA,NA,NA,0
28,"DL",14747,1474703,30559,"SEA",12758,1275803,32758,"KOA",42,1,0,0,1,1305,27,0,15,0,0,0
28,"DL",14747,1474703,30559,"SEA",14869,1486903,34614,"SLC",-3,0,0,0,1,1338,NA,NA,NA,NA,NA,0
28,"DL",14747,1474703,30559,"SEA",10299,1029904,30299,"ANC",-23,0,0,0,1,1343,NA,NA,NA,NA,NA,0
28,"DL",14869,1486903,34614,"SLC",14747,1474703,30559,"SEA",-17,0,0,0,1,1343,NA,NA,NA,NA,NA,0
28,"DL",12892,1289203,32575,"LAX",14747,1474703,30559,"SEA",-26,0,0,0,1,1384,NA,NA,NA,NA,NA,0
28,"DL",13487,1348702,31650,"MSP",14747,1474703,30559,"SEA",-12,0,0,0,1,1397,NA,NA,NA,NA,NA,0
28,"DL",14747,1474703,30559,"SEA",13830,1383002,33830,"OGG",21,1,0,0,1,1397,0,0,21,0,0,0
28,"DL",14747,1474703,30559,"SEA",13487,1348702,31650,"MSP",1,0,0,0,1,1453,NA,NA,NA,NA,NA,0
28,"DL",14747,1474703,30559,"SEA",12478,1247803,31703,"JFK",-21,0,0,0,1,1473,NA,NA,NA,NA,NA,0
28,"DL",14747,1474703,30559,"SEA",12478,1247803,31703,"JFK",-26,0,0,0,1,1480,NA,NA,NA,NA,NA,0
28,"DL",11884,1188402,31884,"GEG",13487,1348702,31650,"MSP",12,0,0,0,1,1484,NA,NA,NA,NA,NA,0
28,"DL",13487,1348702,31650,"MSP",11884,1188402,31884,"GEG",24,1,0,0,1,1484,0,0,24,0,0,0
28,"DL",11884,1188402,31884,"GEG",13487,1348702,31650,"MSP",-24,0,0,0,1,1514,NA,NA,NA,NA,NA,0
28,"DL",14747,1474703,30559,"SEA",11433,1143302,31295,"DTW",-28,0,0,0,1,1537,NA,NA,NA,NA,NA,0
28,"DL",14869,1486903,34614,"SLC",14747,1474703,30559,"SEA",-10,0,0,0,1,1557,NA,NA,NA,NA,NA,0
28,"DL",14747,1474703,30559,"SEA",10397,1039705,30397,"ATL",-22,0,0,0,1,1598,NA,NA,NA,NA,NA,0
28,"DL",11433,1143302,31295,"DTW",14747,1474703,30559,"SEA",-21,0,0,0,1,1626,NA,NA,NA,NA,NA,0
28,"DL",14869,1486903,34614,"SLC",14747,1474703,30559,"SEA",11,0,0,0,1,1659,NA,NA,NA,NA,NA,0
28,"DL",13487,1348702,31650,"MSP",14747,1474703,30559,"SEA",-1,0,0,0,1,1660,NA,NA,NA,NA,NA,0
28,"DL",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",-20,0,0,0,1,1667,NA,NA,NA,NA,NA,0
28,"DL",14747,1474703,30559,"SEA",12478,1247803,31703,"JFK",-10,0,0,0,1,1722,NA,NA,NA,NA,NA,0
28,"DL",13830,1383002,33830,"OGG",14747,1474703,30559,"SEA",110,1,0,0,1,1768,5,0,0,0,105,0
28,"DL",14747,1474703,30559,"SEA",13487,1348702,31650,"MSP",-13,0,0,0,1,1768,NA,NA,NA,NA,NA,0
28,"DL",14747,1474703,30559,"SEA",13487,1348702,31650,"MSP",9,0,0,0,1,1770,NA,NA,NA,NA,NA,0
28,"DL",14747,1474703,30559,"SEA",11433,1143302,31295,"DTW",-27,0,0,0,1,1823,NA,NA,NA,NA,NA,0
28,"DL",10397,1039705,30397,"ATL",14747,1474703,30559,"SEA",61,1,0,0,1,1852,61,0,0,0,0,0
28,"DL",14869,1486903,34614,"SLC",14747,1474703,30559,"SEA",-20,0,0,0,1,1857,NA,NA,NA,NA,NA,0
29,"DL",11884,1188402,31884,"GEG",13487,1348702,31650,"MSP",-21,0,0,0,1,1514,NA,NA,NA,NA,NA,0
27,"DL",14747,1474703,30559,"SEA",13204,1320402,31454,"MCO",-17,0,0,0,1,1901,NA,NA,NA,NA,NA,0
27,"DL",14747,1474703,30559,"SEA",10397,1039705,30397,"ATL",-10,0,0,0,1,1929,NA,NA,NA,NA,NA,0
27,"DL",10397,1039705,30397,"ATL",14747,1474703,30559,"SEA",16,1,0,0,1,2039,0,0,16,0,0,0
27,"DL",14747,1474703,30559,"SEA",12892,1289203,32575,"LAX",-8,0,0,0,1,2048,NA,NA,NA,NA,NA,0
27,"DL",11884,1188402,31884,"GEG",14869,1486903,34614,"SLC",-5,0,0,0,1,2085,NA,NA,NA,NA,NA,0
28,"DL",14747,1474703,30559,"SEA",13204,1320402,31454,"MCO",-13,0,0,0,1,1901,NA,NA,NA,NA,NA,0
28,"DL",14747,1474703,30559,"SEA",10397,1039705,30397,"ATL",7,0,0,0,1,1929,NA,NA,NA,NA,NA,0
28,"DL",14869,1486903,34614,"SLC",14747,1474703,30559,"SEA",-4,0,0,0,1,1957,NA,NA,NA,NA,NA,0
28,"DL",10397,1039705,30397,"ATL",14747,1474703,30559,"SEA",1,0,0,0,1,2039,NA,NA,NA,NA,NA,0
28,"DL",14747,1474703,30559,"SEA",12892,1289203,32575,"LAX",-17,0,0,0,1,2048,NA,NA,NA,NA,NA,0
28,"DL",11884,1188402,31884,"GEG",14869,1486903,34614,"SLC",-30,0,0,0,1,2085,NA,NA,NA,NA,NA,0
28,"DL",12892,1289203,32575,"LAX",14747,1474703,30559,"SEA",-23,0,0,0,1,2104,NA,NA,NA,NA,NA,0
28,"DL",14747,1474703,30559,"SEA",14869,1486903,34614,"SLC",-7,0,0,0,1,2157,NA,NA,NA,NA,NA,0
28,"DL",10397,1039705,30397,"ATL",14747,1474703,30559,"SEA",-7,0,0,0,1,2188,NA,NA,NA,NA,NA,0
28,"DL",12173,1217302,32134,"HNL",14747,1474703,30559,"SEA",39,1,0,0,1,2210,0,0,0,0,39,0
28,"DL",14747,1474703,30559,"SEA",12173,1217302,32134,"HNL",94,1,0,0,1,2210,10,0,18,0,66,0
28,"DL",13487,1348702,31650,"MSP",14747,1474703,30559,"SEA",14,0,0,0,1,2221,NA,NA,NA,NA,NA,0
28,"DL",12173,1217302,32134,"HNL",14747,1474703,30559,"SEA",-60,0,0,0,1,2237,NA,NA,NA,NA,NA,0
28,"DL",14747,1474703,30559,"SEA",12173,1217302,32134,"HNL",6,0,0,0,1,2237,NA,NA,NA,NA,NA,0
28,"DL",14747,1474703,30559,"SEA",10397,1039705,30397,"ATL",14,0,0,0,1,2260,NA,NA,NA,NA,NA,0
28,"DL",14747,1474703,30559,"SEA",14869,1486903,34614,"SLC",-6,0,0,0,1,2397,NA,NA,NA,NA,NA,0
28,"DL",13204,1320402,31454,"MCO",14747,1474703,30559,"SEA",-8,0,0,0,1,2401,NA,NA,NA,NA,NA,0
28,"DL",14747,1474703,30559,"SEA",10397,1039705,30397,"ATL",-12,0,0,0,1,2430,NA,NA,NA,NA,NA,0
28,"DL",14747,1474703,30559,"SEA",13487,1348702,31650,"MSP",-18,0,0,0,1,2440,NA,NA,NA,NA,NA,0
28,"DL",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",-11,0,0,0,1,2443,NA,NA,NA,NA,NA,0
28,"DL",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",8,0,0,0,1,2443,NA,NA,NA,NA,NA,0
28,"DL",12889,1288903,32211,"LAS",14747,1474703,30559,"SEA",-15,0,0,0,1,2449,NA,NA,NA,NA,NA,0
28,"DL",14747,1474703,30559,"SEA",12889,1288903,32211,"LAS",-3,0,0,0,1,2449,NA,NA,NA,NA,NA,0
28,"DL",14747,1474703,30559,"SEA",11433,1143302,31295,"DTW",-21,0,0,0,1,2508,NA,NA,NA,NA,NA,0
28,"DL",14747,1474703,30559,"SEA",12889,1288903,32211,"LAS",-12,0,0,0,1,2510,NA,NA,NA,NA,NA,0
28,"DL",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",-9,0,0,0,1,2527,NA,NA,NA,NA,NA,0
28,"DL",14747,1474703,30559,"SEA",12892,1289203,32575,"LAX",0,0,0,0,1,2530,NA,NA,NA,NA,NA,0
28,"DL",14747,1474703,30559,"SEA",13487,1348702,31650,"MSP",-11,0,0,0,1,2604,NA,NA,NA,NA,NA,0
28,"DL",11884,1188402,31884,"GEG",14869,1486903,34614,"SLC",-10,0,0,0,1,2833,NA,NA,NA,NA,NA,0
28,"DL",14869,1486903,34614,"SLC",11884,1188402,31884,"GEG",-11,0,0,0,1,2833,NA,NA,NA,NA,NA,0
28,"DL",14747,1474703,30559,"SEA",14869,1486903,34614,"SLC",-4,0,0,0,1,2852,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",12892,1289203,32575,"LAX",-13,0,0,0,1,128,NA,NA,NA,NA,NA,0
29,"DL",12892,1289203,32575,"LAX",14747,1474703,30559,"SEA",49,1,0,0,1,129,6,0,0,0,43,0
29,"DL",10299,1029904,30299,"ANC",14747,1474703,30559,"SEA",-22,0,0,0,1,142,NA,NA,NA,NA,NA,0
29,"DL",12523,1252304,32523,"JNU",14747,1474703,30559,"SEA",398,1,0,0,1,180,398,0,0,0,0,0
29,"DL",14747,1474703,30559,"SEA",12523,1252304,32523,"JNU",-19,0,0,0,1,184,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",12892,1289203,32575,"LAX",-1,0,0,0,1,198,NA,NA,NA,NA,NA,0
29,"DL",12892,1289203,32575,"LAX",14747,1474703,30559,"SEA",-24,0,0,0,1,199,NA,NA,NA,NA,NA,0
29,"DL",11433,1143302,31295,"DTW",14747,1474703,30559,"SEA",-25,0,0,0,1,281,NA,NA,NA,NA,NA,0
29,"DL",13487,1348702,31650,"MSP",11884,1188402,31884,"GEG",-23,0,0,0,1,341,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",14869,1486903,34614,"SLC",-15,0,0,0,1,2397,NA,NA,NA,NA,NA,0
29,"DL",13204,1320402,31454,"MCO",14747,1474703,30559,"SEA",-24,0,0,0,1,2401,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",10397,1039705,30397,"ATL",-14,0,0,0,1,2430,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",13487,1348702,31650,"MSP",-31,0,0,0,1,2440,NA,NA,NA,NA,NA,0
29,"DL",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",-18,0,0,0,1,2443,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",-25,0,0,0,1,2443,NA,NA,NA,NA,NA,0
29,"DL",12889,1288903,32211,"LAS",14747,1474703,30559,"SEA",-18,0,0,0,1,2449,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",12889,1288903,32211,"LAS",0,0,0,0,1,2449,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",11433,1143302,31295,"DTW",-26,0,0,0,1,2508,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",12889,1288903,32211,"LAS",-18,0,0,0,1,2510,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",-16,0,0,0,1,2527,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",12892,1289203,32575,"LAX",51,1,0,0,1,2530,0,0,51,0,0,0
29,"DL",14747,1474703,30559,"SEA",13487,1348702,31650,"MSP",14,0,0,0,1,2604,NA,NA,NA,NA,NA,0
29,"DL",12478,1247803,31703,"JFK",14747,1474703,30559,"SEA",-32,0,0,0,1,2789,NA,NA,NA,NA,NA,0
29,"DL",11884,1188402,31884,"GEG",14869,1486903,34614,"SLC",-9,0,0,0,1,2833,NA,NA,NA,NA,NA,0
29,"DL",14869,1486903,34614,"SLC",11884,1188402,31884,"GEG",5,0,0,0,1,2833,NA,NA,NA,NA,NA,0
29,"DL",13487,1348702,31650,"MSP",14747,1474703,30559,"SEA",-30,0,0,0,1,2834,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",14869,1486903,34614,"SLC",2,0,0,0,1,2852,NA,NA,NA,NA,NA,0
29,"DL",11433,1143302,31295,"DTW",14747,1474703,30559,"SEA",-19,0,0,0,1,733,NA,NA,NA,NA,NA,0
29,"DL",10397,1039705,30397,"ATL",14747,1474703,30559,"SEA",-2,0,0,0,1,793,NA,NA,NA,NA,NA,0
29,"DL",14679,1467903,33570,"SAN",14747,1474703,30559,"SEA",-6,0,0,0,1,820,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",14679,1467903,33570,"SAN",-23,0,0,0,1,820,NA,NA,NA,NA,NA,0
29,"DL",12889,1288903,32211,"LAS",14747,1474703,30559,"SEA",-3,0,0,0,1,916,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",14869,1486903,34614,"SLC",-15,0,0,0,1,923,NA,NA,NA,NA,NA,0
29,"DL",14869,1486903,34614,"SLC",14747,1474703,30559,"SEA",18,1,0,0,1,949,8,0,10,0,0,0
29,"DL",11433,1143302,31295,"DTW",14747,1474703,30559,"SEA",-30,0,0,0,1,955,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",10299,1029904,30299,"ANC",-22,0,0,0,1,955,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",11433,1143302,31295,"DTW",-11,0,0,0,1,973,NA,NA,NA,NA,NA,0
29,"DL",10397,1039705,30397,"ATL",14747,1474703,30559,"SEA",1,0,0,0,1,1107,NA,NA,NA,NA,NA,0
29,"DL",10299,1029904,30299,"ANC",14747,1474703,30559,"SEA",-37,0,0,0,1,1167,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",14869,1486903,34614,"SLC",130,1,0,0,1,1167,0,130,0,0,0,0
29,"DL",13487,1348702,31650,"MSP",14747,1474703,30559,"SEA",-20,0,0,0,1,1187,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",12892,1289203,32575,"LAX",-27,0,0,0,1,1214,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",10397,1039705,30397,"ATL",-24,0,0,0,1,1291,NA,NA,NA,NA,NA,0
29,"DL",10299,1029904,30299,"ANC",14747,1474703,30559,"SEA",-16,0,0,0,1,1299,NA,NA,NA,NA,NA,0
29,"DL",12758,1275803,32758,"KOA",14747,1474703,30559,"SEA",-4,0,0,0,1,1305,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",12758,1275803,32758,"KOA",31,1,0,0,1,1305,0,0,31,0,0,0
29,"DL",14747,1474703,30559,"SEA",14869,1486903,34614,"SLC",-20,0,0,0,1,1338,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",10299,1029904,30299,"ANC",-14,0,0,0,1,1343,NA,NA,NA,NA,NA,0
29,"DL",14869,1486903,34614,"SLC",14747,1474703,30559,"SEA",-4,0,0,0,1,1343,NA,NA,NA,NA,NA,0
29,"DL",12892,1289203,32575,"LAX",14747,1474703,30559,"SEA",6,0,0,0,1,1384,NA,NA,NA,NA,NA,0
29,"DL",13487,1348702,31650,"MSP",14747,1474703,30559,"SEA",-17,0,0,0,1,1397,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",13830,1383002,33830,"OGG",10,0,0,0,1,1397,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",13487,1348702,31650,"MSP",-17,0,0,0,1,1453,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",12478,1247803,31703,"JFK",-9,0,0,0,1,1473,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",12478,1247803,31703,"JFK",-31,0,0,0,1,1480,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",11433,1143302,31295,"DTW",-25,0,0,0,1,1537,NA,NA,NA,NA,NA,0
29,"DL",14869,1486903,34614,"SLC",14747,1474703,30559,"SEA",-10,0,0,0,1,1557,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",10397,1039705,30397,"ATL",-25,0,0,0,1,1598,NA,NA,NA,NA,NA,0
29,"DL",11433,1143302,31295,"DTW",14747,1474703,30559,"SEA",-24,0,0,0,1,1626,NA,NA,NA,NA,NA,0
29,"DL",14869,1486903,34614,"SLC",14747,1474703,30559,"SEA",20,1,0,0,1,1659,14,0,6,0,0,0
29,"DL",13487,1348702,31650,"MSP",14747,1474703,30559,"SEA",-24,0,0,0,1,1660,NA,NA,NA,NA,NA,0
29,"DL",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",-11,0,0,0,1,1667,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",12478,1247803,31703,"JFK",-26,0,0,0,1,1722,NA,NA,NA,NA,NA,0
29,"DL",13830,1383002,33830,"OGG",14747,1474703,30559,"SEA",-13,0,0,0,1,1768,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",13487,1348702,31650,"MSP",-14,0,0,0,1,1768,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",13487,1348702,31650,"MSP",-26,0,0,0,1,1770,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",11433,1143302,31295,"DTW",-28,0,0,0,1,1823,NA,NA,NA,NA,NA,0
29,"DL",10397,1039705,30397,"ATL",14747,1474703,30559,"SEA",-14,0,0,0,1,1852,NA,NA,NA,NA,NA,0
29,"DL",14869,1486903,34614,"SLC",14747,1474703,30559,"SEA",-10,0,0,0,1,1857,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",10397,1039705,30397,"ATL",-16,0,0,0,1,1929,NA,NA,NA,NA,NA,0
29,"DL",14869,1486903,34614,"SLC",14747,1474703,30559,"SEA",-7,0,0,0,1,1957,NA,NA,NA,NA,NA,0
29,"DL",10397,1039705,30397,"ATL",14747,1474703,30559,"SEA",1,0,0,0,1,2039,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",12892,1289203,32575,"LAX",-12,0,0,0,1,2048,NA,NA,NA,NA,NA,0
29,"DL",11884,1188402,31884,"GEG",14869,1486903,34614,"SLC",-7,0,0,0,1,2085,NA,NA,NA,NA,NA,0
29,"DL",12892,1289203,32575,"LAX",14747,1474703,30559,"SEA",2,0,0,0,1,2104,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",14869,1486903,34614,"SLC",-17,0,0,0,1,2157,NA,NA,NA,NA,NA,0
29,"DL",10397,1039705,30397,"ATL",14747,1474703,30559,"SEA",-21,0,0,0,1,2188,NA,NA,NA,NA,NA,0
29,"DL",12173,1217302,32134,"HNL",14747,1474703,30559,"SEA",-3,0,0,0,1,2210,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",12173,1217302,32134,"HNL",52,1,0,0,1,2210,0,0,52,0,0,0
29,"DL",13487,1348702,31650,"MSP",14747,1474703,30559,"SEA",125,1,0,0,1,2221,125,0,0,0,0,0
29,"DL",12173,1217302,32134,"HNL",14747,1474703,30559,"SEA",-41,0,0,0,1,2237,NA,NA,NA,NA,NA,0
29,"DL",14747,1474703,30559,"SEA",12173,1217302,32134,"HNL",21,1,0,0,1,2237,0,0,21,0,0,0
29,"DL",14747,1474703,30559,"SEA",10397,1039705,30397,"ATL",-23,0,0,0,1,2260,NA,NA,NA,NA,NA,0
24,"DL",14747,1474703,30559,"SEA",10397,1039705,30397,"ATL",-24,0,0,0,1,2430,NA,NA,NA,NA,NA,0
24,"DL",14747,1474703,30559,"SEA",13487,1348702,31650,"MSP",-11,0,0,0,1,2440,NA,NA,NA,NA,NA,0
24,"DL",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",-13,0,0,0,1,2443,NA,NA,NA,NA,NA,0
24,"DL",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",3,0,0,0,1,2443,NA,NA,NA,NA,NA,0
24,"DL",12889,1288903,32211,"LAS",14747,1474703,30559,"SEA",-29,0,0,0,1,2449,NA,NA,NA,NA,NA,0
24,"DL",14747,1474703,30559,"SEA",12889,1288903,32211,"LAS",4,0,0,0,1,2449,NA,NA,NA,NA,NA,0
24,"DL",14747,1474703,30559,"SEA",11433,1143302,31295,"DTW",41,1,0,0,1,2508,0,0,0,0,41,0
24,"DL",14747,1474703,30559,"SEA",12889,1288903,32211,"LAS",-1,0,0,0,1,2510,NA,NA,NA,NA,NA,0
24,"DL",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",-15,0,0,0,1,2527,NA,NA,NA,NA,NA,0
24,"DL",14747,1474703,30559,"SEA",12892,1289203,32575,"LAX",-2,0,0,0,1,2530,NA,NA,NA,NA,NA,0
24,"DL",14747,1474703,30559,"SEA",13487,1348702,31650,"MSP",-8,0,0,0,1,2604,NA,NA,NA,NA,NA,0
24,"DL",11884,1188402,31884,"GEG",14869,1486903,34614,"SLC",-13,0,0,0,1,2833,NA,NA,NA,NA,NA,0
24,"DL",14869,1486903,34614,"SLC",11884,1188402,31884,"GEG",-16,0,0,0,1,2833,NA,NA,NA,NA,NA,0
24,"DL",13487,1348702,31650,"MSP",14747,1474703,30559,"SEA",-9,0,0,0,1,2834,NA,NA,NA,NA,NA,0
24,"DL",14747,1474703,30559,"SEA",14869,1486903,34614,"SLC",-9,0,0,0,1,2852,NA,NA,NA,NA,NA,0
25,"DL",14747,1474703,30559,"SEA",12892,1289203,32575,"LAX",-2,0,0,0,1,128,NA,NA,NA,NA,NA,0
25,"DL",12892,1289203,32575,"LAX",14747,1474703,30559,"SEA",-11,0,0,0,1,129,NA,NA,NA,NA,NA,0
